"","X","Y","FID","ID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","LATITUDE","LONGITUDE","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","STATE_ID","ALT_NAME","ST_FIPS","OWNER","TTL_STAFF","BEDS","TRAUMA","HELIPAD"
"44",-9122866.3597,4643431.8137,6230,2025526,"CAMC TEAYS VALLEY HOSPITAL","1400 HOSPITAL DRIVE","HURRICANE","WV",25526,"NOT AVAILABLE","(304) 757-1700","GENERAL ACUTE CARE","OPEN",70,"PUTNAM","54079","USA",38.4516855640001,-81.952102859,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.camc.org","201052","CHARLESTON AREA MEDICAL CENTER",54,"NON-PROFIT",-999,70,"NOT AVAILABLE","Y"
"45",-9174206.6986,4637900.9719,6232,925709,"MILDRED MITCHELL-BATEMAN HOSPITAL","1530 NORWAY AVENUE","HUNTINGTON","WV",25709,"NOT AVAILABLE","(304) 525-7801","PSYCHIATRIC","OPEN",90,"CABELL","54011","USA",38.4127655930001,-82.41330097,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.batemanhospital.org","203004","MILDRED MITCHELL-BATEMAN HOSPITAL",54,"GOVERNMENT - STATE",-999,90,"NOT AVAILABLE","N"
"46",-9076362.4601,4765539.8665,6233,5626105,"ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG","3 WESTERN HILLS DRIVE","PARKERSBURG","WV",26105,"NOT AVAILABLE","(304) 420-1300","REHABILITATION","OPEN",40,"WOOD","54107","USA",39.3055909600001,-81.534351221,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2013/11/15 00:00:00","http://www.healthsouthwesternhills.com","201056","H/S WESTERN HILLS REG. REHAB.",54,"PROPRIETARY",-999,50,"NOT AVAILABLE","N"
"47",-8988893.9327,4673251.1167,6701,1626624,"BRAXTON COUNTY MEMORIAL HOSPITAL","100 HOYLMAN DRIVE","GASSAWAY","WV",26624,"NOT AVAILABLE","(304) 364-5156","CRITICAL ACCESS","OPEN",25,"BRAXTON","54007","USA",38.6611592940001,-80.748608071,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.braxtonmemorial.org","205009","BRAXTON COUNTY MEMORIAL HOSPITAL",54,"NON-PROFIT",-999,25,"LEVEL IV","Y"
"48",-9175776.4513,4637474.9759,6702,1925701,"CABELL-HUNTINGTON HOSPITAL","1340 HAL GREER BOULEVARD","HUNTINGTON","WV",25701,"NOT AVAILABLE","(304) 526-2192","GENERAL ACUTE CARE","OPEN",313,"CABELL","54011","USA",38.409767032,-82.4274022989999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/03/12 00:00:00","http://www.cabellhuntington.org","201055","CABELL-HUNTINGTON HOSPITAL",54,"NON-PROFIT",-999,313,"LEVEL II","Y"
"49",-8901327.3028,4816148.6125,6704,2726504,"ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN","1160 VAN VOORHIS ROAD","MORGANTOWN","WV",26504,"NOT AVAILABLE","(304) 598-1100","REHABILITATION","OPEN",96,"MONONGALIA","54061","USA",39.6564860240001,-79.961983651,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2013/11/15 00:00:00","http://www.healthsouthmountainview.com","201057","WEST VIRGINIA REHABILITATION HOSPITAL, INC.",54,"PROPRIETARY",-999,96,"NOT AVAILABLE","N"
"50",-9029516.7524,4489961.1365,6705,2924740,"ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCTON","120 12TH ST","PRINCETON","WV",24740,"NOT AVAILABLE","(304) 487-8000","REHABILITATION","OPEN",60,"MERCER","54055","USA",37.363966186,-81.113529069,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.healthsouthsouthernhills.com","201054","HEALTHSOUTH SOUTHERN HILLS REHAB.",54,"PROPRIETARY",-999,60,"NOT AVAILABLE","Y"
"51",-8957907.1681,4547430.3984,6706,2624970,"GREENBRIER VALLEY MEDICAL CENTER","1320 MAPLEWOOD AVENUE, PO BOX 497","RONCEVERTE","WV",24970,"NOT AVAILABLE","(304) 647-4411","GENERAL ACUTE CARE","OPEN",122,"GREENBRIER","54025","USA",37.773160671,-80.4702492279999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.gvmc.com","201017","GREENBRIER VALLEY MEDEDICAL CENTER",54,"PROPRIETARY",-999,122,"NOT AVAILABLE","Y"
"52",-9127573.4115,4557707.0261,6707,3125601,"LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","LOGAN","WV",25601,"NOT AVAILABLE","(304) 831-1101","GENERAL ACUTE CARE","OPEN",140,"LOGAN","54045","USA",37.8460955100001,-81.994387025,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2013/11/15 00:00:00","http://www.loganregionalmedicalcenter.com","201023","LOGAN REGIONAL MEDICAL CENTER",54,"PROPRIETARY",-999,140,"LEVEL IV","N"
"53",-9165898.6235,4638770.9731,6708,625705,"ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON","6900 WEST COUNTRY CLUB DRIVE","HUNTINGTON","WV",25705,"NOT AVAILABLE","(304) 733-1060","REHABILITATION","OPEN",62,"CABELL","54011","USA",38.4188890930001,-82.3386682619999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2013/11/15 00:00:00","http://www.healthsouthhuntington.com","201060","HEALTHSOUTH REHABILITATION HOSPITAL OF HUNTINGTON, INC.",54,"PROPRIETARY",-999,62,"NOT AVAILABLE","N"
"54",-9057959.4572,4694857.1085,6709,4225276,"ROANE GENERAL HOSPITAL","200 HOSPITAL DRIVE","SPENCER","WV",25276,"NOT AVAILABLE","(304) 927-4444","CRITICAL ACCESS","OPEN",60,"ROANE","54087","USA",38.812554779,-81.369034233,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.roanegeneralhospital.com","205007","ROANE GENERAL HOSPITAL",54,"NON-PROFIT",-999,60,"LEVEL IV","Y"
"55",-8760683.848,4769537.2305,6710,5526757,"HAMPSHIRE MEMORIAL HOSPITAL","363 SUNRISE BOULEVARD","ROMNEY","WV",26757,"NOT AVAILABLE","(304) 822-4561","CRITICAL ACCESS","OPEN",44,"HAMPSHIRE","54027","USA",39.3333710000001,-78.698562,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.valleyhealthlink.com/hampshire","205012","EAST MOUNTAIN HEALTH ADVANTAGE, INC.",54,"NON-PROFIT",-999,44,"NOT AVAILABLE","Y"
"56",-9087291.3241,4629538.9308,6711,4325301,"SELECT SPECIALTY HOSPITAL","333 LAIDLEY STREET","CHARLESTON","WV",25301,"NOT AVAILABLE","(304) 388-3604","LONG TERM CARE","OPEN",32,"KANAWHA","54039","USA",38.3538829330001,-81.632526877,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://charleston.selectspecialtyhospitals.com/","WV208001","SELECT SPECIALTY HOSPITAL",54,"PROPRIETARY",-999,32,"NOT AVAILABLE","N"
"57",-8997875.7035,4620830.7866,6712,4626651,"SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","SUMMERSVILLE","WV",26651,"NOT AVAILABLE","(304) 872-2891","GENERAL ACUTE CARE","OPEN",105,"NICHOLAS","54067","USA",38.292512195,-80.829292691,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.summersvillememorial.org","201061","SUMMERSVILLE REGIONAL MEDICAL CENTER",54,"GOVERNMENT - LOCAL",-999,105,"LEVEL IV","Y"
"58",-8705226.296,4814109.5849,6713,6125411,"WAR MEMORIAL HOSPITAL","1 HEALTHY WAY","BERKELEY SPRINGS","WV",25411,"NOT AVAILABLE","(304) 258-1234","CRITICAL ACCESS","OPEN",41,"MORGAN","54065","USA",39.6423826920001,-78.2003783339999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2019/04/16 00:00:00","http://www.valleyhealthlink.com/war","205010","WAR MEMORIAL HOSPITAL INC",54,"NON-PROFIT",-999,41,"NOT AVAILABLE","Y"
"59",-8951276.7893,4647778.9693,6714,6226288,"WEBSTER COUNTY MEMORIAL HOSPITAL","324 MILLER MOUNTAIN DRIVE, PO BOX 312","WEBSTER SPRINGS","WV",26288,"NOT AVAILABLE","(304) 847-5682","CRITICAL ACCESS","OPEN",15,"WEBSTER","54101","USA",38.48226133,-80.410687522,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.wcmhwv.com","205002","WEBSTER COUNTY MEMORIAL HOSPITAL, INC.",54,"NON-PROFIT",-999,15,"NOT AVAILABLE","N"
"60",-9082345.6365,4500493.7552,6715,4824801,"WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","WELCH","WV",24801,"NOT AVAILABLE","(304) 436-8461","GENERAL ACUTE CARE","OPEN",124,"MCDOWELL","54047","USA",37.439129054,-81.588099009,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/12 00:00:00","NOT AVAILABLE","202016","WELCH EMERGENCY HOSPITAL",54,"GOVERNMENT - STATE",-999,124,"NOT AVAILABLE","Y"
"61",-8673025.3891,4781683.0055,6716,17025405,"MARTINSBURG VA MEDICAL CENTER","510 BUTLER AVE","MARTINSBURG","WV",25405,"NOT AVAILABLE","(304) 263-0811","MILITARY","OPEN",-999,"BERKELEY","54003","USA",39.417711453,-77.911112666,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://www.va.gov/directory/guide/allstate.asp","2019/09/26 00:00:00","IMAGERY/OTHER","2015/05/29 00:00:00","http://www.martinsburg.va.gov/","NOT AVAILABLE","NOT AVAILABLE",54,"GOVERNMENT - FEDERAL",-999,-999,"NOT AVAILABLE","Y"
"62",-9079229.5079,4760338.0583,6717,126101,"CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","PARKERSBURG","WV",26101,"NOT AVAILABLE","(304) 424-2111","GENERAL ACUTE CARE","OPEN",273,"WOOD","54107","USA",39.2694240100001,-81.56010635,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.camdenclark.org","201007","CAMDEN-CLARK MEMORIAL HOSPITAL",54,"NON-PROFIT",-999,302,"LEVEL III","Y"
"63",-9086698.3114,4628692.7565,6718,225301,"CHARLSTON AREA MEDICAL CENTER","501 MORRIS STREET","CHARLESTON","WV",25301,"NOT AVAILABLE","(304) 388-6200","GENERAL ACUTE CARE","OPEN",268,"KANAWHA","54039","USA",38.34792179,-81.627199753,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.camc.org/gh","201052","CHARLESTON AREA MEDICAL CENTER",54,"NON-PROFIT",-999,956,"LEVEL I","Y"
"64",-8946907.652,4760676.1713,6719,152726301,"HIGHLAND-CLARKSBURG HOSPITAL INC","3 HOSPITAL PLAZA","CLARKSBURG","WV",26301,"NOT AVAILABLE","(304) 622-4951","PSYCHIATRIC","OPEN",-999,"HARRISON","54033","USA",39.271775398,-80.3714388939999,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2015/03/30 00:00:00","https://highlandhospitalwv.com/","WV203006","NOT AVAILABLE",54,"PROPRIETARY",-999,115,"NOT AVAILABLE","N"
"65",-9098158.3763,4696331.7837,6720,3025271,"JACKSON GENERAL HOSPITAL","122 PINNELL ST","RIPLEY","WV",25271,"NOT AVAILABLE","(304) 372-2731","CRITICAL ACCESS","OPEN",46,"JACKSON","54035","USA",38.822876283,-81.7301472679999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.jacksongeneral.com","205022","JACKSON GENERAL HOSPITAL",54,"NON-PROFIT",-999,25,"LEVEL IV","Y"
"66",-8899653.0667,4817179.5438,6723,3326505,"MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","MORGANTOWN","WV",26505,"NOT AVAILABLE","(304) 598-1200","GENERAL ACUTE CARE","OPEN",199,"MONONGALIA","54061","USA",39.6636155670001,-79.946943732,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2013/11/15 00:00:00","http://www.mongeneral.com","201026","MONONGALIA GENERAL HOSPITAL",54,"PROPRIETARY",-999,189,"LEVEL IV","N"
"67",-8964323.8947,4923231.3114,6724,4726062,"WEIRTON MEDICAL CENTER","601 COLLIERS WAY","WEIRTON","WV",26062,"NOT AVAILABLE","(304) 797-6000","GENERAL ACUTE CARE","OPEN",231,"BROOKE","54009","USA",40.393095175,-80.527891664,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.weirtonmedical.com","201047","WEIRTON MEDICAL CENTER, INC.",54,"NON-PROFIT",-999,218,"LEVEL IV","Y"
"68",-8889395.6943,4711400.0515,6889,5326241,"DAVIS MEDICAL CENTER","812 GORMAN AVENUE, PO BOX 1484","ELKINS","WV",26241,"NOT AVAILABLE","(304) 636-3300","GENERAL ACUTE CARE","OPEN",90,"RANDOLPH","54083","USA",38.9282559110001,-79.854800188,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.davishealthsystem.com","201010","DAVIS MEMORIAL HOSPITAL",54,"NON-PROFIT",-999,80,"NOT AVAILABLE","Y"
"69",-9172811.718,4640621.7258,7485,525702,"CORNERSTONE HOSPITAL OF HUNTINGTON","2900 FIRST AVENUE, 2E","HUNTINGTON","WV",25702,"NOT AVAILABLE","(304) 399-2600","LONG TERM CARE","OPEN",28,"CABELL","54011","USA",38.431913883,-82.400769646,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/03/12 00:00:00","http://www.chghospitals.com","WV208002","CS HEALTHCARE HOLDINGS LLC",54,"PROPRIETARY",-999,28,"NOT AVAILABLE","Y"
"70",-8981737.1158,4874545.2629,7486,7426003,"ACUITY SPECIALTY HOSPITAL OHIO VALLEY WHEELING","1 MEDICAL PARK, 6TH FLOOR","WHEELING","WV",26003,"NOT AVAILABLE","(740) 283-7497","LONG TERM CARE","OPEN",13,"OHIO","54069","USA",40.059175714,-80.684317291,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2017/03/28 00:00:00","http://belmont.acuityhealthcare.net/","WV208004","NOT AVAILABLE",54,"PROPRIETARY",-999,13,"NOT AVAILABLE","Y"
"71",-9017329.5852,4802005.0813,7487,1526175,"SISTERSVILLE GENERAL HOSPITAL","314 SOUTH WELLS STREET","SISTERSVILLE","WV",26175,"NOT AVAILABLE","(304) 652-2611","CRITICAL ACCESS","OPEN",12,"TYLER","54095","USA",39.558600309,-81.0040498829999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2013/11/15 00:00:00","http://www.sistersvillehospital.com","205006","SISTERSVILLE GENERAL HOSPITAL",54,"NOT AVAILABLE",-999,12,"NOT AVAILABLE","N"
